build,tier,query,ops,rep,ms
dec128,B,stddev,1,8,558.767
dec128,B,order_by_limit,1,8,0.107
dec128,B,where_gt,1,8,331.791
dec128,B,text_out,1,8,537.856
dec128,B,hash_agg,1,8,642.469
dec128,B,hash_join,1,8,961.685
dec128,B,index_scan,1,8,93.223
dec128,B,cast_int,1,8,569.01
dec128,B,cast_float8,1,8,869.515
stock,A,add,0,9,249.411
stock,A,add,1,9,593.269
stock,A,add,2,9,869.589
stock,A,add,4,9,1406.56
stock,A,add,8,9,2419.62
stock,A,sub,0,9,249.203
stock,A,sub,1,9,610.979
stock,A,sub,2,9,845.437
stock,A,sub,4,9,1346.994
stock,A,sub,8,9,2211.721
stock,A,mul,0,9,248.767
stock,A,mul,1,9,622.25
stock,A,mul,2,9,870.854
stock,A,mul,4,9,1388.678
stock,A,div,0,9,249.373
stock,A,div,1,9,789.001
stock,A,div,2,9,1210.714
stock,A,div,4,9,2107.264
stock,A,cmp,0,9,248.394
stock,A,cmp,1,9,462.93
stock,A,cmp,2,9,551.731
stock,A,cmp,4,9,724.557
stock,B,scan_count,1,9,249.582
stock,B,sum,1,9,398.884
stock,B,avg,1,9,399.122
stock,B,sum_8add,1,9,2485.86
stock,B,sum_expr_mixed,1,9,1257.429
stock,B,sum_mul,1,9,686.683
stock,B,sum_div,1,9,879.484
stock,B,stddev,1,9,482.823
stock,B,order_by_limit,1,9,0.13
stock,B,where_gt,1,9,464.452
stock,B,text_out,1,9,480.708
stock,B,hash_agg,1,9,873.938
stock,B,hash_join,1,9,1029.733
stock,B,index_scan,1,9,84.371
stock,B,cast_int,1,9,509.102
stock,B,cast_float8,1,9,849.725
dec128,A,add,0,9,260.959
dec128,A,add,1,9,374.149
dec128,A,add,2,9,428.086
dec128,A,add,4,9,516.477
dec128,A,add,8,9,726.691
dec128,A,sub,0,9,264.114
dec128,A,sub,1,9,385.808
dec128,A,sub,2,9,436.37
dec128,A,sub,4,9,527.449
dec128,A,sub,8,9,721.894
dec128,A,mul,0,9,260.791
dec128,A,mul,1,9,383.317
dec128,A,mul,2,9,435.816
dec128,A,mul,4,9,525.134
dec128,A,div,0,9,261.686
dec128,A,div,1,9,1074.16
dec128,A,div,2,9,1758.78
dec128,A,div,4,9,3208.297
dec128,A,cmp,0,9,260.956
dec128,A,cmp,1,9,330.986
dec128,A,cmp,2,9,364.735
dec128,A,cmp,4,9,436.703
dec128,B,scan_count,1,9,261.493
dec128,B,sum,1,9,458.34
dec128,B,avg,1,9,459.615
dec128,B,sum_8add,1,9,839.273
dec128,B,sum_expr_mixed,1,9,631.692
dec128,B,sum_mul,1,9,550.229
dec128,B,sum_div,1,9,1226.856
dec128,B,stddev,1,9,557.452
dec128,B,order_by_limit,1,9,0.11
dec128,B,where_gt,1,9,332.556
dec128,B,text_out,1,9,534.605
dec128,B,hash_agg,1,9,640.672
dec128,B,hash_join,1,9,1017.556
dec128,B,index_scan,1,9,93.404
dec128,B,cast_int,1,9,571.747
dec128,B,cast_float8,1,9,868.917
